la,ld,nf,nd,ns,ent,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,arexp,rrexp,asexp,rsexp,asawr,rsawr
45,1,2,2,2,0.6152538910563409,2.0,91885.0,3.0,0,30.0,176401.0,100.0,2.0,149.0,185.0,119.0,178.0,147.0,126.0,0.25170068027210885,0.21598639455782312
32,0,1,1,1,0.0,1.0,444963.0,2.0,0,20.0,497495.0,41.0,2.0,937.0,322.0,598.0,264.0,12.0,203.0,0.01452513966480447,0.2279329608938548
1,3,1,1,1,0.0,1.0,13043.0,3.0,0,6.0,553796.0,8.0,2.0,1621.0,1452.0,1255.0,1193.0,1423.0,1372.0,0.26147631289019463,0.25211164157179583
23,23,11,4,1,0.9367227387177509,1.0,7588.0,3.0,0,23.0,722895.1818181819,36.0,3.0,411.0,268.0,403.0,229.0,32.0,40.0,0.2598425196850393,0.3228346456692913
6,1,2,2,2,0.8631205685666309,3.0,134558.0,9.0,0,5.0,32755.0,10.0,4.0,28.0,368.0,28.0,303.0,19.0,361.0,0.03395585738539898,0.6146010186757216
9,10,1,1,1,0.0,2.0,1858886.0,11.0,0,117.0,337093.0,444.0,2.0,83.0,1620.0,83.0,1391.0,78.0,1401.0,0.014503396364971544,0.2573893886543051
15,2,2,2,1,0.8739810481273578,1.0,100624.0,4.0,0,161.0,5109.0,847.0,4.0,32.0,1948.0,32.0,1778.0,31.0,993.0,0.005873715124816446,0.18245227606461087
23,8,1,1,1,0.0,4.0,2566084.0,13.0,0,11.0,2492381.0,13.0,7.0,2.0,2152.0,2.0,1453.0,0.0,714.0,0.0011160714285714283,0.7979910714285714
3,3,2,2,1,0.9182958340544896,6.0,1790677.0,22.0,0,21.0,864942.0,39.0,9.0,15.0,992.0,15.0,935.0,15.0,750.0,0.02069857697283312,0.9715394566623544
3,1,2,2,1,1.0,1.0,9417.0,0.0,1,19.0,897631.0,42.0,1.0,211.0,211.0,210.0,210.0,202.0,202.0,0.2622739018087855,0.2622739018087855
3,80,3,3,1,0.315699721594814,4.0,603051.0,11.0,0,35.0,3088425.0,57.0,3.0,56.0,423.0,44.0,410.0,7.0,389.0,0.01032258064516129,0.5032258064516129
2,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,19,3,2,2,1.0,5.0,1945727.0,13.0,0,27.0,32991.333333333336,66.0,3.0,100.0,352.0,96.0,336.0,42.0,289.0,0.07288135593220339,0.4915254237288136
258,251,2,1,1,0.9999749415616276,12.0,1972171.0,24.0,0,51.0,46525.0,174.0,5.0,254.0,2444.0,254.0,2257.0,251.0,1587.0,0.046247017801431464,0.2914296201137824
23,21,1,1,1,0.0,2.0,675197.0,5.0,0,7.0,651975.0,16.0,2.0,382.0,602.0,345.0,579.0,33.0,106.0,0.265625,0.8359375
132,3,3,2,1,0.5189900464321513,5.0,2595516.0,13.0,0,72.0,1607858.0,253.0,2.0,169.0,1690.0,163.0,1548.0,162.0,1596.0,0.029908256880733945,0.2930275229357798
36,3,2,2,1,0.999525689293649,12.0,1112430.0,38.0,0,38.0,686612.0,61.0,2.0,94.0,292.0,93.0,258.0,6.0,283.0,0.001284168042560998,0.052100532012474776
4,7,2,1,1,0.6840384356390417,2.0,101131.0,2.0,0,17.0,534002.0,38.0,2.0,7.0,813.0,7.0,774.0,2.0,676.0,0.003865979381443299,0.8724226804123711
100,85,7,4,1,0.7321863294188533,23.0,1822399.0,16.0,0,187.0,144041.0,1109.0,3.0,97.0,2621.0,97.0,2028.0,95.0,2339.0,0.017608217168011742,0.42920029347028615
30,13,6,4,1,0.9518948844451588,9.0,3154846.0,26.0,0,7.0,761272.5,8.0,7.0,10.0,1543.0,10.0,1463.0,2.0,104.0,0.02325581395348837,0.813953488372093
55,0,3,3,1,0.4162638630629312,7.0,1173616.0,14.0,0,15.0,1154638.0,18.0,3.0,12.0,833.0,12.0,794.0,11.0,696.0,0.015444015444015444,0.8970398970398971
26,1,2,2,1,0.3809465857053901,4.0,1096337.0,12.0,0,161.0,6147.0,849.0,4.0,98.0,3711.0,98.0,3176.0,96.0,2686.0,0.017788373372455528,0.4927562809462681
4,0,1,1,1,0.0,5.0,1712691.0,14.0,0,16.0,351255.0,21.0,3.0,2.0,977.0,2.0,825.0,2.0,908.0,0.00055005500550055,0.16666666666666666
91,0,1,1,1,0.0,2.0,3082213.0,4.0,0,20.0,76345.0,42.0,2.0,939.0,324.0,599.0,266.0,14.0,205.0,0.016722408026755852,0.22965440356744704
250,4,16,10,1,0.8645466619565009,20.0,17631977.0,71.0,0,144.0,21978.125,672.0,3.0,5.0,1475.0,5.0,1333.0,4.0,1385.0,0.0009165902841429881,0.2540788267644363
3,1,1,1,1,0.0,3.0,1381441.0,6.0,0,19.0,668320.0,31.0,3.0,151.0,433.0,121.0,374.0,142.0,386.0,0.2693032015065913,0.7288135593220338
62,77,4,2,1,0.5248921507394241,4.0,432373.0,5.0,0,11.0,784962.0,34.0,2.0,46.0,287.0,46.0,285.0,42.0,269.0,0.055269922879177376,0.34704370179948585
13,10,3,3,1,0.9323544458797426,1.0,191084.0,3.0,0,30.0,98224.0,71.0,3.0,51.0,360.0,47.0,332.0,40.0,304.0,0.07706766917293233,0.5733082706766918
30,19,2,1,1,0.4079059801389763,2.0,87384.0,4.0,0,123.0,16312.0,478.0,3.0,674.0,1811.0,669.0,1641.0,655.0,1006.0,0.12023460410557185,0.1845674486803519
93,175,5,4,1,0.8993656434323524,5.0,304868.0,10.0,0,36.0,516803.0,89.0,4.0,224.0,391.0,222.0,388.0,213.0,310.0,0.27471116816431324,0.3992297817715019
14,13,1,1,1,0.0,1.0,308883.0,5.0,0,3.0,599803.0,3.0,5.0,36.0,3271.0,36.0,3015.0,29.0,2385.0,0.005497526113249039,0.4372365768737401
57,35,2,2,1,0.828055725379504,7.0,1152857.0,11.0,0,14.0,133804.0,23.0,3.0,16.0,371.0,16.0,368.0,16.0,345.0,0.021794871794871797,0.4435897435897436
10,2,4,4,1,0.8250112108241772,3.0,345469.0,4.0,0,17.0,251657.0,34.0,2.0,8.0,383.0,8.0,380.0,8.0,363.0,0.011523687580025609,0.4660691421254802
35,3,2,2,1,0.2974722489192896,5.0,742183.0,15.0,0,13.0,480514.5,15.0,2.0,7.0,802.0,7.0,757.0,4.0,109.0,0.038461538461538464,0.8461538461538461
30,0,1,1,1,0.0,9.0,4314165.0,10.0,0,0.0,0.0,0.0,2.0,255.0,2317.0,255.0,2104.0,252.0,2193.0,0.046353975815316965,0.4019787467936973
6,9,2,2,1,0.5665095065529053,2.0,50678.0,6.0,0,2.0,3480755.0,2.0,5.0,177.0,682.0,151.0,666.0,11.0,112.0,0.0916030534351145,0.8625954198473282
3,1,2,2,1,0.8112781244591328,4.0,1065528.0,9.0,0,6.0,780737.0,9.0,3.0,32.0,447.0,32.0,447.0,32.0,354.0,0.006045063198387983,0.06503022531599194
10,2,3,2,1,0.9206198357143052,5.0,66963.0,4.0,0,13.0,1176258.0,13.0,2.0,91.0,1982.0,85.0,1728.0,87.0,1855.0,0.01611721611721612,0.33992673992673994
11,0,2,1,1,0.94566030460064,1.0,332656.0,2.0,0,6.0,172645.0,12.0,2.0,155.0,396.0,155.0,390.0,67.0,386.0,0.012451931880607949,0.07086614173228346
540,3,7,5,1,0.6130693948038103,24.0,2334581.0,37.0,0,171.0,173405.42857142858,744.0,3.0,10.0,873.0,9.0,725.0,10.0,786.0,0.002013914317099964,0.14408641523251556
27,96,1,1,1,0.0,2.0,90704.0,6.0,0,1.0,2098264.0,4.0,5.0,13.0,1554.0,13.0,1427.0,10.0,739.0,0.0020135456708768075,0.13545670876807614
509,0,3,3,1,0.648255953545585,30.0,5263289.0,44.0,0,95.0,703.3333333333335,229.0,4.0,11.0,2000.0,10.0,1539.0,11.0,1843.0,0.0021961932650073207,0.3374816983894583
113,6,6,3,1,0.908565624856268,31.0,5224700.0,40.0,0,61.0,1297470.5,175.0,3.0,0.0,2376.0,0.0,1849.0,0.0,2185.0,0.0001829826166514181,0.4
145,7,6,2,1,0.7827735662449029,29.0,5263320.0,41.0,0,33.0,3099673.166666666,69.0,4.0,12.0,2002.0,11.0,1541.0,12.0,1845.0,0.0023783388218075376,0.33772411269667035
13,0,2,2,1,0.961236604722876,6.0,2677766.0,9.0,0,73.0,117608.0,255.0,3.0,172.0,2360.0,166.0,2220.0,165.0,1546.0,0.030364002194988114,0.2829705505761844
529,3,6,3,1,0.7427806608821896,37.0,5442371.0,66.0,0,132.0,463845.0,379.0,5.0,13.0,1935.0,12.0,1705.0,13.0,1806.0,0.002560351133869788,0.3304681784930505
28,121,1,1,1,0.0,6.0,2756232.0,18.0,0,5.0,180172.0,7.0,3.0,4.0,2122.0,4.0,1713.0,4.0,1882.0,0.0009142439202779303,0.3443042603766685
49,125,5,3,1,0.7123875865054868,3.0,970154.0,7.0,0,14.0,1138452.4,20.0,3.0,22.0,1698.0,22.0,1553.0,22.0,1523.0,0.004204753199268739,0.27861060329067644
1040,477,5,5,1,0.6738321335707412,21.0,1330435.0,24.0,0,39.0,197115.6,69.0,1.0,3.0,801.0,3.0,760.0,2.0,670.0,0.003836317135549872,0.8580562659846548
0,0,1,1,1,0.0,1.0,14155.0,3.0,0,33.0,152702.0,73.0,3.0,299.0,338.0,231.0,271.0,269.0,299.0,0.5065666041275797,0.5628517823639775
16,40,4,4,1,0.8384709348904429,2.0,1820216.0,11.0,0,98.0,240651.25,264.0,2.0,994.0,2195.0,948.0,1821.0,232.0,1984.0,0.042588192286602086,0.3628221531712667
176,9,5,3,1,0.6773800771688266,10.0,961754.0,26.0,0,183.0,72414.2,1087.0,2.0,216.0,1875.0,214.0,1438.0,5.0,1760.0,0.0010964912280701754,0.3218201754385965
12,10,1,1,1,0.0,6.0,57511.0,7.0,0,13.0,1020621.0,16.0,1.0,11.0,802.0,8.0,761.0,0.0,671.0,0.001277139208173691,0.8582375478927203
6,6,2,1,1,1.0,3.0,57036.0,3.0,0,21.0,1098606.0,38.0,2.0,19.0,1680.0,16.0,1532.0,18.0,1590.0,0.003471587794628175,0.2906997990133382
33,7,2,2,1,0.9097361225311662,2.0,1003510.0,3.0,0,21.0,5300989.0,38.0,2.0,18.0,1339.0,18.0,1245.0,18.0,1292.0,0.003470953598830837,0.2362075264888564
34,28,3,2,1,0.7758836011418813,5.0,1007398.0,8.0,0,21.0,665.0,37.0,3.0,19.0,2251.0,19.0,2111.0,19.0,1445.0,0.00365296803652968,0.2641095890410959
2,0,1,1,1,0.0,4.0,1933418.0,14.0,0,1.0,6138583.0,1.0,5.0,20.0,2862.0,20.0,2413.0,20.0,2600.0,0.0038349159970781596,0.474981738495252
55,2,2,2,1,0.7746319868686842,6.0,1932823.0,8.0,0,20.0,810.0,36.0,3.0,21.0,2624.0,21.0,2175.0,21.0,2381.0,0.004016797516888808,0.43490962205586997
0,5,1,1,1,0.0,1.0,421462.0,5.0,0,95.0,18903.0,230.0,4.0,449.0,1733.0,373.0,1623.0,393.0,910.0,0.0719240598758671,0.16630156991602776
67,8,2,2,1,0.9182958340544896,22.0,875439.0,35.0,0,16.0,4363.0,19.0,2.0,12.0,873.0,9.0,832.0,1.0,736.0,0.0025510204081632647,0.9400510204081632
37,63,5,4,1,0.9538129029605792,4.0,2632058.0,9.0,0,65.0,2787912.6,254.0,2.0,11.0,858.0,9.0,763.0,2.0,796.0,0.0005475451724767294,0.14546450082131776
18,24,1,1,1,0.0,3.0,22572.0,10.0,0,68.0,19521.0,244.0,3.0,52.0,2874.0,51.0,2379.0,35.0,2602.0,0.006569343065693432,0.475
220,59,4,2,2,0.9135071496185608,15.0,4680677.0,16.0,0,7.0,590805.0,18.0,2.0,1.0,224.0,1.0,194.0,1.0,222.0,0.0033670033670033673,0.3754208754208754
2264,505,18,7,1,0.6681504587633409,66.0,6887836.0,30.0,0,74.0,131864.44444444447,243.0,2.0,19.0,826.0,17.0,783.0,2.0,692.0,0.0038167938931297713,0.8816793893129771
108,90,3,2,1,1.0,3.0,33877.0,2.0,0,3.0,7614364.333333332,5.0,1.0,18.0,804.0,17.0,763.0,1.0,673.0,0.0025477707006369425,0.8585987261146497
4,1,1,1,1,0.0,3.0,194383.0,5.0,0,14.0,20035.0,18.0,2.0,13.0,842.0,10.0,800.0,2.0,710.0,0.003811944091486658,0.903430749682338
1,1,1,1,1,0.0,1.0,5101.0,2.0,0,5.0,626310.0,6.0,2.0,94.0,665.0,81.0,631.0,32.0,104.0,0.25,0.7954545454545454
13,12,1,1,1,0.0,10.0,631612.0,14.0,0,14.0,1432.0,19.0,3.0,14.0,388.0,11.0,385.0,3.0,367.0,0.005076142131979695,0.467005076142132
20,5,1,1,1,0.0,2.0,46185.0,5.0,0,11.0,207822.0,21.0,4.0,17.0,887.0,17.0,845.0,17.0,743.0,0.02281368821292776,0.9429657794676806
13,4,2,2,1,0.5225593745369408,1.0,66612.0,2.0,0,7.0,130013.0,18.0,2.0,384.0,607.0,347.0,584.0,35.0,111.0,0.2706766917293233,0.8421052631578947
2,1,1,1,1,0.0,4.0,2091339.0,11.0,0,9.0,49082.0,13.0,2.0,663.0,2058.0,599.0,1753.0,606.0,1814.0,0.11074621419449006,0.331143951833607
128,38,3,2,1,0.691360520533607,4.0,597802.0,9.0,0,2.0,1808189.0,4.0,2.0,2.0,282.0,2.0,280.0,2.0,266.0,0.0037974683544303796,0.3379746835443038
390,418,8,4,1,0.7046031772481287,5.0,2003493.0,15.0,0,11.0,364082.75,12.0,4.0,96.0,679.0,83.0,634.0,34.0,74.0,0.26119402985074625,0.5597014925373134
43,42,2,2,1,0.587311608997759,1.0,54777.0,2.0,0,5.0,217966.0,7.0,2.0,25.0,535.0,25.0,525.0,25.0,518.0,0.004742794600510762,0.09467347683327253
3,1,1,1,1,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1,1,1,0.0,3.0,12010.0,8.0,0,2.0,2523517.0,2.0,3.0,0.0,536.0,0.0,493.0,0.0,70.0,0.007407407407407408,0.5259259259259259
2,2,1,1,1,0.0,1.0,32619.0,2.0,0,1.0,1961480.0,1.0,2.0,65.0,1178.0,65.0,1110.0,24.0,57.0,0.18382352941176472,0.4264705882352941
20,155,3,3,1,0.5201826055306702,5.0,10885832.0,12.0,0,10.0,1458076.0,14.0,3.0,157.0,1292.0,157.0,1061.0,69.0,1087.0,0.012766733540032828,0.1984315155936531
2,2,1,1,1,0.0,5.0,1784878.0,9.0,0,85.0,681994.0,209.0,3.0,1.0,2049.0,1.0,1681.0,1.0,1834.0,0.0003646973012399708,0.3346097738876732
298,296,2,2,1,0.8948376449275453,3.0,533253.0,7.0,0,77.0,71014.0,189.0,2.0,11.0,370.0,11.0,370.0,9.0,355.0,0.0018231540565177761,0.06490428441203283
64,0,5,3,1,0.4985964843968043,24.0,1848195.0,88.0,0,95.0,14008.4,231.0,4.0,1.0,1289.0,1.0,1049.0,1.0,1214.0,0.0003645643456069996,0.22147283995625228
392,7,7,5,1,0.8236442645754782,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0,3,3,1,0.7500721061999327,29.0,2259958.0,50.0,0,96.0,70.33333333333333,232.0,4.0,2.0,1939.0,2.0,1705.0,2.0,1810.0,0.0005467468562055769,0.3300528521960999
51,170,2,2,1,0.9946616940929996,4.0,526160.0,8.0,0,77.0,7448.0,190.0,3.0,12.0,663.0,12.0,586.0,10.0,598.0,0.0020043731778425656,0.10914723032069973
0,0,1,1,1,0.0,2.0,40087.0,4.0,0,12.0,11118118.0,16.0,1.0,1.0,280.0,1.0,267.0,0.0,193.0,0.002457002457002457,0.4766584766584767
67,7,2,2,1,0.8418521897563207,3.0,362144.0,9.0,0,41.0,610253.5,78.0,4.0,173.0,999.0,167.0,873.0,166.0,922.0,0.030424485334304974,0.16815449079978134
31,0,2,2,1,0.205592508185083,3.0,3351940.0,14.0,0,8.0,4284816.0,20.0,7.0,1835.0,3457.0,1391.0,2951.0,1719.0,2309.0,0.3132969034608379,0.4207650273224044
1142,5293,113,30,1,0.7731557217278131,78.0,15888048.0,82.0,0,306.0,66040.01769911505,2341.0,4.0,1032.0,1951.0,801.0,1744.0,829.0,1788.0,0.15115643780732108,0.3258058641413222
47,38,3,3,1,0.9335663404535142,17.0,1483258.0,30.0,0,177.0,199626.66666666663,871.0,5.0,17.0,2997.0,17.0,2393.0,16.0,2704.0,0.003095411507647487,0.4925345957756737
1,1,1,1,1,0.0,1.0,127316.0,7.0,0,3.0,4977146.0,3.0,5.0,1.0,607.0,1.0,553.0,1.0,77.0,0.0145985401459854,0.5693430656934306
202,61,3,2,1,0.6418989539207579,18.0,7411186.0,23.0,0,21.0,2453821.333333333,50.0,3.0,22.0,3501.0,22.0,3002.0,22.0,2510.0,0.004187147278354269,0.4571272528672856
142,0,3,3,1,0.8053088666914227,8.0,4672299.0,25.0,0,26.0,4265854.0,89.0,5.0,13.0,579.0,13.0,494.0,0.0,415.0,0.0011135857461024498,0.4632516703786192
5,7,1,1,1,0.0,5.0,417647.0,6.0,0,68.0,83470.0,245.0,3.0,174.0,1004.0,168.0,885.0,167.0,934.0,0.030578813250819074,0.1701856570804514
32,5,2,2,1,0.9568886656798212,11.0,2681526.0,23.0,0,35.0,105549.0,80.0,4.0,1.0,436.0,1.0,430.0,1.0,425.0,0.0003639672429481347,0.07752502274795267
99,26,4,2,1,0.9250041576607829,15.0,4158341.0,13.0,0,84.0,28103.75,383.0,3.0,176.0,601.0,170.0,591.0,169.0,579.0,0.030931586608442505,0.10553129548762737
3,1,1,1,1,0.0,1.0,82332.0,2.0,0,1.0,7295327.0,1.0,2.0,36.0,1081.0,36.0,1018.0,1.0,35.0,0.014492753623188406,0.2608695652173913
253,37,2,2,1,0.7737797299509301,17.0,4231441.0,10.0,0,68.0,117428.5,248.0,2.0,177.0,1706.0,171.0,1558.0,170.0,1612.0,0.031107877023831183,0.2934327815171912
1,1,1,1,1,0.0,1.0,82514.0,3.0,0,1.0,6397941.0,1.0,3.0,37.0,1108.0,37.0,1056.0,2.0,68.0,0.02158273381294964,0.4964028776978418
0,2,2,2,1,1.0,16.0,4231484.0,7.0,0,68.0,5079.0,249.0,2.0,178.0,1707.0,172.0,1559.0,171.0,1613.0,0.03128410331029465,0.2935612950163696
37,60,2,2,1,0.9515388458648668,15.0,4231640.0,9.0,0,68.0,1580.0,250.0,3.0,179.0,1709.0,173.0,1561.0,172.0,1615.0,0.0314602655028187,0.2938716130205492
23,1,2,2,1,0.9182958340544896,5.0,534909.0,16.0,0,9.0,14449.0,24.0,3.0,853.0,636.0,646.0,636.0,828.0,616.0,0.15072727272727274,0.1121818181818182
32,27,14,2,1,0.7487492351026834,16.0,2949265.0,27.0,0,14.0,1537.7142857142858,55.0,4.0,854.0,2199.0,647.0,2030.0,829.0,1382.0,0.15088165788038538,0.25140883475731685
189,0,4,2,1,0.5297385343682763,17.0,4048356.0,13.0,0,8.0,599.0,27.0,3.0,855.0,1851.0,648.0,1697.0,830.0,1749.0,0.1510359869138495,0.31806615776081426
29,10,3,3,1,0.7897137551814628,3.0,985571.0,12.0,0,5.0,2368809.666666666,4.0,3.0,389.0,649.0,352.0,633.0,40.0,117.0,0.2928571428571429,0.8428571428571429
18,24,2,2,1,0.4537163391869448,17.0,4048390.0,11.0,0,163.0,19530.0,854.0,3.0,856.0,1852.0,649.0,1698.0,831.0,1750.0,0.15119025985825912,0.3181900781391968
30,13,3,3,1,0.9029878147293359,3.0,79931.0,3.0,0,3.0,913373.0,7.0,2.0,86.0,1260.0,86.0,1208.0,27.0,113.0,0.19858156028368795,0.8085106382978723
11,1,2,2,1,0.6500224216483541,2.0,468759.0,8.0,0,6.0,6157.0,34.0,4.0,679.0,1545.0,672.0,1447.0,660.0,1485.0,0.12009447674418605,0.2699854651162791
12,43,4,2,1,0.9345470482494218,1.0,155756.0,2.0,0,11.0,174358.0,35.0,2.0,87.0,390.0,87.0,387.0,80.0,369.0,0.10240202275600506,0.4677623261694058
2,1,1,1,1,0.0,1.0,141356.0,2.0,0,11.0,2644.0,29.0,2.0,47.0,391.0,47.0,388.0,43.0,370.0,0.05555555555555555,0.4684343434343434
319,7,8,2,1,0.8226130906354737,39.0,2536761.0,67.0,0,52.0,418469.75,105.0,5.0,270.0,3206.0,270.0,2940.0,235.0,2325.0,0.04287011807447775,0.4225249772933697
2,6,1,1,1,0.0,3.0,477670.0,15.0,0,28.0,158071.0,56.0,8.0,664.0,2391.0,598.0,2217.0,607.0,1419.0,0.11042499091899746,0.2579004722121322
9,9,4,4,1,0.9182958340544894,5.0,842780.0,20.0,0,138.0,29614.5,400.0,7.0,665.0,3768.0,599.0,3128.0,608.0,2708.0,0.11058652623933177,0.4919193753404758
13,5,1,1,1,0.0,6.0,1633294.0,4.0,0,4.0,9910105.0,4.0,3.0,25.0,2786.0,25.0,2330.0,25.0,2535.0,0.004720406681190995,0.4604212055192448
4,6,1,1,1,0.0,3.0,751462.0,10.0,0,11.0,1258320.0,13.0,10.0,18.0,1013.0,18.0,954.0,18.0,773.0,0.02395964691046658,0.9760403530895334
33,0,2,2,1,0.8849636363831528,2.0,374194.0,9.0,0,35.0,1296638.0,55.0,7.0,89.0,1882.0,89.0,1827.0,84.0,1087.0,0.015429297513160285,0.1974950081684516
347,332,2,1,1,0.4005164205993221,2.0,343440.0,10.0,0,16.0,2344117.0,23.0,3.0,2.0,364.0,2.0,335.0,1.0,245.0,0.004901960784313725,0.6029411764705882
805,787,15,12,1,0.6951867180612622,22.0,2593678.0,19.0,0,61.0,128249.0,319.0,3.0,1034.0,2424.0,802.0,2223.0,831.0,1577.0,0.15099818511796734,0.2863883847549909
6,4,1,1,1,0.0,4.0,1950472.0,6.0,0,18.0,11302786.0,34.0,3.0,35.0,348.0,35.0,288.0,25.0,214.0,0.028921023359288093,0.23915461624026696
12,8,1,1,1,0.0,2.0,330215.0,5.0,0,9.0,207419.0,14.0,3.0,29.0,1556.0,29.0,1322.0,1.0,1337.0,0.0003629105425512611,0.2427871529667937
83,6,2,2,1,0.4725472219330292,3.0,995940.0,15.0,0,3.0,855465.0,3.0,3.0,30.0,204.0,30.0,197.0,14.0,105.0,0.036674816625916866,0.2591687041564792
100,22,2,2,1,0.9951480956540029,12.0,2467457.0,30.0,0,18.0,418037.0,29.0,7.0,1009.0,2265.0,961.0,1819.0,243.0,2117.0,0.04426705370101597,0.3842525399129173
48,38,10,10,1,0.8188553628567162,3.0,772560.0,6.0,0,97.0,186917.4,349.0,3.0,46.0,3053.0,46.0,2593.0,15.0,2056.0,0.002902231090150553,0.3731180845274805
0,13,1,1,1,0.0,2.0,1664691.0,8.0,0,5.0,2096708.0,5.0,4.0,47.0,2412.0,47.0,1999.0,16.0,2156.0,0.0030830612985128765,0.3911860718171926
0,0,1,1,1,0.0,4.0,282869.0,11.0,0,2.0,16123041.0,2.0,2.0,136.0,437.0,106.0,376.0,4.0,388.0,0.009345794392523364,0.7271028037383177
11,29,1,1,1,0.0,1.0,220473.0,5.0,0,123.0,201921.0,445.0,5.0,219.0,2239.0,219.0,1954.0,213.0,1375.0,0.03880326382592928,0.2495013599274705
12,14,1,1,1,0.0,2.0,220604.0,6.0,0,123.0,1199.0,446.0,5.0,220.0,2240.0,220.0,1955.0,214.0,1376.0,0.03897751994198695,0.2496374184191443
10,9,1,1,1,0.0,3.0,220624.0,8.0,0,123.0,743.0,447.0,5.0,221.0,2241.0,221.0,1956.0,215.0,1377.0,0.03915171288743882,0.24977342758745694
9,9,1,1,1,0.0,2.0,219134.0,9.0,0,123.0,1635.0,448.0,6.0,222.0,2256.0,222.0,1971.0,216.0,1392.0,0.03932584269662921,0.25244653860094235
23,0,2,2,1,0.7553754125614287,2.0,22213.0,2.0,0,6.0,574526.0,9.0,2.0,8.0,328.0,7.0,326.0,5.0,47.0,0.04225352112676056,0.3380281690140845
34,0,2,2,1,0.9366673818775626,7.0,1237324.0,24.0,0,19.0,25548.5,38.0,4.0,8.0,1434.0,8.0,1331.0,6.0,1382.0,0.0012683457148034065,0.2505888747961587
7,1,1,1,1,0.0,1.0,231729.0,2.0,0,2.0,1802701.0,3.0,2.0,158.0,604.0,158.0,604.0,70.0,589.0,0.01286231884057971,0.1068840579710145
32,15,3,2,1,0.9886263564521548,1.0,25011.0,3.0,0,6.0,5591.0,11.0,3.0,9.0,1321.0,8.0,1255.0,6.0,123.0,0.04895104895104895,0.8671328671328671
7,0,2,2,1,0.9852281360342516,1.0,2435847.0,4.0,0,126.0,30447.0,486.0,4.0,9.0,1808.0,9.0,1434.0,7.0,1592.0,0.0014490128599891324,0.28853468574533603
26,9,2,2,1,0.8631205685666309,18.0,2383359.0,59.0,0,38.0,65492.0,73.0,7.0,4.0,2527.0,4.0,2265.0,4.0,1694.0,0.0009054690329590726,0.3069540021731257
36,9,4,2,1,0.7207122250244117,17.0,3965330.0,53.0,0,49.0,44893.0,100.0,5.0,5.0,3755.0,4.0,3197.0,5.0,2726.0,0.001086366105377512,0.4937533948940793
19,1,2,2,1,0.7219280948873623,3.0,360387.0,7.0,0,4.0,836492.0,9.0,3.0,67.0,850.0,67.0,804.0,26.0,126.0,0.1875,0.8819444444444444
1,1,1,1,1,0.0,2.0,43046.0,4.0,0,33.0,332374.0,74.0,3.0,105.0,454.0,87.0,393.0,81.0,393.0,0.15298507462686567,0.7350746268656716
181,29,4,4,1,0.3724632891382477,6.0,639827.0,9.0,0,129.0,9408.0,522.0,3.0,10.0,3152.0,10.0,2409.0,8.0,2840.0,0.0016292541636495296,0.5143012309920347
68,0,5,5,1,0.8721517735822326,3.0,344835.0,9.0,0,55.0,67475.0,187.0,3.0,8.0,467.0,7.0,467.0,5.0,453.0,0.0010859728506787331,0.08217194570135747
7,1,2,2,1,0.954434002924965,1.0,644009.0,3.0,0,7.0,1479866.0,14.0,3.0,9.0,1384.0,9.0,1281.0,0.0,186.0,0.0011111111111111113,0.20777777777777776
8,5,2,1,1,0.9957274520849256,2.0,266096.0,3.0,0,23.0,408600.0,46.0,2.0,12.0,317.0,10.0,250.0,0.0,282.0,0.00186219739292365,0.527001862197393
107,308,73,38,1,0.9300133381912784,23.0,22102853.0,89.0,0,27.0,93588.1506849315,48.0,2.0,391.0,159.0,353.0,89.0,42.0,1.0,0.296551724137931,0.013793103448275862
1,8,2,2,1,0.7642045065086203,1.0,1268284.0,5.0,0,4.0,2654.0,4.0,2.0,392.0,626.0,354.0,608.0,43.0,116.0,0.3013698630136986,0.8013698630136986
283,18,5,2,1,0.6398021946233181,12.0,2610079.0,22.0,0,41.0,126328.8,81.0,3.0,1018.0,2346.0,970.0,2112.0,251.0,2221.0,0.04560260586319218,0.4020991675714803
5,10,1,1,1,0.0,3.0,157053.0,9.0,0,123.0,22104.0,451.0,5.0,223.0,2248.0,223.0,1962.0,217.0,1383.0,0.039442735661299085,0.2504070924552198
5,0,1,1,1,0.0,3.0,263634.0,4.0,0,14.0,928980.0,27.0,2.0,456.0,925.0,309.0,848.0,406.0,854.0,0.07362518089725036,0.1546671490593343
83,0,2,2,1,0.9998952874186192,1.0,130114.0,3.0,0,3.0,1159824.0,4.0,3.0,2.0,347.0,2.0,345.0,2.0,323.0,0.003778337531486146,0.4080604534005038
2,1,2,2,1,0.0,7.0,3821328.0,10.0,0,60.0,1734037.0,135.0,2.0,6.0,1289.0,4.0,1216.0,4.0,1222.0,0.000904322662325918,0.22119732320491955
9,0,1,1,1,0.0,1.0,128043.0,5.0,0,14.0,341187.0,20.0,4.0,0.0,361.0,0.0,356.0,0.0,326.0,0.0012578616352201255,0.4113207547169812
